customer_id,age,gender,item_purchased,category,purchase_amount_usd,location,size,color,season,review_rating,subscription_status,payment_method,shipping_type,discount_applied,promo_code_used,previous_purchases,preferred_payment_method,frequency_of_purchases
1478,48,Male,Jeans,Clothing,68.34,California,S,Blue,Summer,3.8,No,Venmo,Free Shipping,Yes,No,10,Cash,Bi-Weekly
1479,44,Female,Watch,Accessories,129.92,Florida,M,Silver,Summer,4.5,No,Cash,Free Shipping,No,Yes,1,Cash,Quarterly
1480,42,Female,Watch,Accessories,103.13,New York,L,White,Fall,4.5,No,PayPal,2-Day Shipping,Yes,Yes,10,Cash,Quarterly
1481,56,Male,T-Shirt,Clothing,24.49,California,L,Silver,Summer,4.3,Yes,Cash,Free Shipping,Yes,No,8,Credit Card,Weekly
1482,27,Female,Watch,Accessories,121.38,Texas,S,White,Winter,3.2,Yes,Venmo,Free Shipping,Yes,No,10,Credit Card,Quarterly
1483,57,Female,Jeans,Clothing,59.83,Illinois,S,Black,Winter,3.9,Yes,Credit Card,2-Day Shipping,No,No,7,Cash,Monthly
1484,32,Male,T-Shirt,Clothing,21.78,Florida,L,Silver,Spring,4.9,No,Credit Card,Standard,Yes,Yes,2,Cash,Monthly
1485,35,Male,Jeans,Clothing,52.35,Florida,S,Black,Winter,4.0,No,Debit Card,Standard,No,Yes,7,Credit Card,Monthly
1486,55,Female,T-Shirt,Clothing,34.64,New York,S,Blue,Summer,3.7,No,Debit Card,Standard,Yes,Yes,2,Debit Card,Monthly
1487,45,Male,Watch,Accessories,127.69,California,L,Silver,Spring,3.9,No,Venmo,Standard,Yes,Yes,0,Credit Card,Quarterly
1488,43,Female,Blouse,Clothing,48.96,Florida,M,White,Fall,4.8,Yes,Cash,2-Day Shipping,No,Yes,0,PayPal,Quarterly
1489,49,Male,Blouse,Clothing,45.93,Illinois,L,Blue,Spring,3.5,Yes,Cash,2-Day Shipping,No,Yes,2,Credit Card,Weekly
1490,40,Female,T-Shirt,Clothing,34.46,New York,S,Black,Fall,3.7,No,Debit Card,Free Shipping,No,No,5,Debit Card,Weekly
1491,28,Female,T-Shirt,Clothing,31.61,Florida,M,White,Fall,3.5,No,PayPal,Free Shipping,No,Yes,6,Debit Card,Weekly
1492,44,Male,Blouse,Clothing,49.58,Texas,L,Black,Spring,4.7,Yes,Debit Card,Free Shipping,Yes,No,10,Cash,Monthly
1493,43,Female,Watch,Accessories,103.94,Texas,L,White,Spring,3.0,No,Venmo,Standard,No,Yes,9,Debit Card,Bi-Weekly
1494,25,Female,T-Shirt,Clothing,25.05,Florida,L,Blue,Fall,3.5,No,Cash,Express,Yes,No,9,Cash,Monthly
1495,21,Female,Jeans,Clothing,67.88,California,M,White,Fall,4.5,No,PayPal,Standard,Yes,No,2,Credit Card,Bi-Weekly
1496,52,Male,T-Shirt,Clothing,25.47,Illinois,M,Black,Winter,3.6,Yes,Cash,2-Day Shipping,Yes,No,10,PayPal,Weekly
1497,38,Female,Jeans,Clothing,61.03,Texas,S,Black,Summer,4.7,Yes,Credit Card,2-Day Shipping,Yes,No,10,Cash,Monthly
1498,21,Male,Sneakers,Footwear,93.2,Florida,M,Blue,Summer,3.8,No,Debit Card,2-Day Shipping,No,No,8,Debit Card,Quarterly
1499,47,Female,Jeans,Clothing,61.86,California,S,White,Fall,5.0,No,Credit Card,Store Pickup,No,Yes,3,PayPal,Bi-Weekly
1500,58,Male,T-Shirt,Clothing,31.48,Florida,S,Silver,Summer,4.7,Yes,Venmo,Express,Yes,Yes,8,Credit Card,Monthly
1501,24,Female,Jeans,Clothing,58.51,Illinois,S,Black,Winter,3.9,No,Credit Card,Express,Yes,Yes,9,PayPal,Bi-Weekly
1502,19,Female,Blouse,Clothing,41.8,New York,S,Blue,Winter,3.7,Yes,Debit Card,Free Shipping,No,Yes,2,PayPal,Weekly
1503,55,Male,Jeans,Clothing,50.58,Texas,M,Black,Fall,4.6,No,Venmo,2-Day Shipping,Yes,Yes,0,Credit Card,Bi-Weekly
1504,19,Female,Jeans,Clothing,65.2,Texas,S,Blue,Fall,4.7,No,PayPal,Standard,No,No,8,PayPal,Quarterly
1505,32,Female,Jeans,Clothing,68.99,Florida,S,Blue,Winter,3.3,Yes,Cash,Standard,No,Yes,0,Venmo,Bi-Weekly
1506,42,Female,Watch,Accessories,108.09,Illinois,L,Black,Summer,4.9,No,Venmo,Express,Yes,Yes,4,PayPal,Weekly
1507,39,Male,Blouse,Clothing,42.28,Illinois,L,White,Fall,4.8,No,PayPal,Free Shipping,No,No,5,PayPal,Quarterly
1508,32,Female,Jeans,Clothing,57.52,California,M,Black,Fall,4.2,Yes,Cash,Store Pickup,Yes,No,0,Credit Card,Monthly
1509,24,Female,Jeans,Clothing,60.14,Texas,L,Blue,Spring,3.1,No,Venmo,Standard,Yes,No,0,Debit Card,Quarterly
1510,39,Male,Sneakers,Footwear,84.51,New York,M,Blue,Spring,3.4,No,PayPal,Free Shipping,Yes,No,7,Cash,Quarterly
1511,54,Male,Watch,Accessories,108.65,New York,L,Blue,Winter,3.8,Yes,Credit Card,Free Shipping,Yes,Yes,1,Credit Card,Weekly
1512,52,Female,Jeans,Clothing,62.46,Texas,L,White,Summer,4.1,Yes,Debit Card,Express,Yes,Yes,2,Credit Card,Quarterly
1513,19,Female,Blouse,Clothing,48.04,Florida,M,Black,Summer,3.6,Yes,Credit Card,Free Shipping,Yes,Yes,0,PayPal,Quarterly
1514,57,Female,Jeans,Clothing,54.66,Florida,M,White,Fall,4.8,Yes,PayPal,Store Pickup,No,No,8,Cash,Weekly
1515,26,Female,Watch,Accessories,115.16,Texas,L,Black,Fall,4.3,Yes,Cash,Free Shipping,Yes,Yes,4,Credit Card,Quarterly
1516,43,Male,Jeans,Clothing,56.63,Florida,M,Blue,Summer,3.6,No,Cash,2-Day Shipping,No,No,10,Cash,Quarterly
1517,21,Female,T-Shirt,Clothing,26.48,California,S,Blue,Spring,5.0,Yes,Venmo,Standard,No,No,7,Debit Card,Quarterly
1518,36,Male,T-Shirt,Clothing,30.27,Illinois,M,Blue,Spring,4.2,Yes,Venmo,Standard,No,No,7,Credit Card,Monthly
1519,21,Female,Jeans,Clothing,63.36,Florida,M,White,Spring,3.5,Yes,Credit Card,Free Shipping,Yes,No,10,Cash,Monthly
1520,32,Female,T-Shirt,Clothing,26.12,California,M,White,Fall,3.3,No,Credit Card,Standard,Yes,No,5,Debit Card,Quarterly
1521,28,Male,Jeans,Clothing,57.96,California,M,Blue,Summer,4.0,No,Venmo,Express,No,No,9,Cash,Weekly
1522,36,Male,T-Shirt,Clothing,24.85,New York,L,White,Summer,4.4,No,Venmo,2-Day Shipping,No,No,0,Debit Card,Monthly
1523,41,Male,Blouse,Clothing,52.45,Florida,L,Black,Summer,4.1,No,Cash,Free Shipping,Yes,No,6,Debit Card,Bi-Weekly
1524,54,Male,Blouse,Clothing,46.83,California,L,Blue,Spring,5.0,Yes,Debit Card,Free Shipping,No,Yes,4,Credit Card,Bi-Weekly
1525,55,Male,Blouse,Clothing,50.62,California,L,Black,Spring,4.0,No,PayPal,2-Day Shipping,Yes,Yes,8,PayPal,Quarterly
1526,50,Female,Sneakers,Footwear,81.31,Florida,M,White,Winter,3.9,Yes,PayPal,Standard,Yes,Yes,1,Venmo,Monthly
1527,31,Female,Sneakers,Footwear,98.43,Texas,S,White,Spring,4.1,Yes,Cash,2-Day Shipping,No,No,9,Venmo,Bi-Weekly
1528,40,Male,Jeans,Clothing,59.25,New York,S,Black,Fall,4.9,No,Credit Card,Store Pickup,Yes,No,1,Debit Card,Quarterly
1529,21,Female,Watch,Accessories,138.27,New York,S,Black,Winter,4.3,Yes,Venmo,Standard,No,No,9,Venmo,Monthly
1530,50,Female,Blouse,Clothing,51.97,Florida,S,Silver,Summer,4.6,No,Venmo,Store Pickup,Yes,Yes,4,PayPal,Weekly
1531,35,Male,Jeans,Clothing,54.92,Texas,M,Black,Summer,4.5,No,Credit Card,Standard,Yes,Yes,8,PayPal,Weekly
1532,25,Male,Watch,Accessories,105.19,Florida,L,Black,Summer,4.9,No,Cash,2-Day Shipping,No,Yes,1,Cash,Quarterly
1533,57,Female,Sneakers,Footwear,81.07,Florida,S,Blue,Winter,3.2,Yes,Cash,Express,Yes,Yes,1,PayPal,Monthly
1534,21,Female,Blouse,Clothing,40.05,Illinois,M,Black,Fall,4.6,Yes,Venmo,Free Shipping,No,Yes,8,Cash,Weekly
1535,37,Male,T-Shirt,Clothing,22.38,New York,S,White,Fall,3.3,Yes,Debit Card,Express,No,No,6,Cash,Monthly
1536,35,Female,Jeans,Clothing,64.12,Texas,M,White,Spring,4.3,No,Credit Card,Express,Yes,No,10,PayPal,Bi-Weekly
1537,39,Male,Sneakers,Footwear,80.52,California,L,Black,Summer,4.3,Yes,PayPal,Free Shipping,No,No,0,Venmo,Bi-Weekly
1538,49,Male,Sneakers,Footwear,86.98,California,S,White,Fall,3.0,No,Venmo,Store Pickup,Yes,Yes,7,Credit Card,Weekly
1539,20,Male,Watch,Accessories,136.05,Illinois,S,Silver,Winter,3.2,No,Cash,Free Shipping,No,No,1,PayPal,Quarterly
1540,40,Male,T-Shirt,Clothing,31.89,Florida,S,Blue,Spring,3.3,No,Cash,Free Shipping,No,No,5,Credit Card,Quarterly
1541,44,Female,Sneakers,Footwear,86.06,Texas,M,White,Fall,4.8,No,Credit Card,Standard,No,No,0,Debit Card,Monthly
1542,46,Female,T-Shirt,Clothing,34.66,Florida,S,Blue,Spring,4.4,No,Debit Card,Free Shipping,No,No,7,PayPal,Quarterly
1543,45,Male,Watch,Accessories,107.99,Florida,L,Blue,Summer,3.3,No,PayPal,Free Shipping,Yes,No,9,PayPal,Bi-Weekly
1544,58,Female,Blouse,Clothing,42.31,Illinois,L,Silver,Spring,4.2,Yes,Cash,Free Shipping,Yes,Yes,4,PayPal,Weekly
1545,28,Female,Watch,Accessories,107.96,Florida,S,Black,Spring,3.6,No,Credit Card,Store Pickup,Yes,Yes,2,Debit Card,Quarterly
1546,36,Female,T-Shirt,Clothing,28.59,Illinois,M,Blue,Summer,3.5,No,PayPal,Store Pickup,Yes,No,6,PayPal,Quarterly
1547,22,Female,T-Shirt,Clothing,24.41,Texas,M,Black,Fall,3.7,No,Venmo,Store Pickup,No,Yes,10,PayPal,Weekly
1548,48,Male,Blouse,Clothing,48.44,New York,L,Blue,Winter,4.1,Yes,Venmo,Store Pickup,Yes,No,9,Venmo,Quarterly
1549,20,Male,Blouse,Clothing,45.39,Illinois,S,Black,Spring,3.0,Yes,Venmo,Store Pickup,Yes,Yes,10,PayPal,Bi-Weekly
1550,49,Male,Blouse,Clothing,41.85,Illinois,L,White,Summer,3.0,No,PayPal,2-Day Shipping,Yes,Yes,9,Venmo,Monthly
1551,57,Male,Watch,Accessories,136.52,Texas,S,Silver,Fall,4.2,Yes,Venmo,Standard,Yes,No,6,Cash,Monthly
1552,48,Male,Watch,Accessories,124.95,New York,S,Blue,Fall,4.8,Yes,Cash,Store Pickup,Yes,No,2,Cash,Bi-Weekly
1553,51,Male,Blouse,Clothing,43.91,California,M,Blue,Winter,3.8,Yes,Credit Card,2-Day Shipping,No,No,1,Credit Card,Bi-Weekly
1554,34,Male,Sneakers,Footwear,82.72,Texas,L,Black,Winter,3.2,No,Venmo,Standard,Yes,Yes,9,PayPal,Bi-Weekly
1555,19,Male,T-Shirt,Clothing,28.62,Illinois,S,Blue,Spring,4.7,Yes,Venmo,Store Pickup,No,No,6,PayPal,Monthly
1556,55,Female,Watch,Accessories,108.37,Florida,L,Silver,Fall,4.0,No,Cash,Standard,No,No,6,Venmo,Weekly
1557,19,Male,Blouse,Clothing,48.36,Illinois,L,Black,Spring,4.1,Yes,Credit Card,Free Shipping,Yes,No,0,PayPal,Bi-Weekly
1558,51,Female,Blouse,Clothing,43.34,Texas,M,Black,Fall,5.0,Yes,Cash,Store Pickup,Yes,Yes,9,Credit Card,Quarterly
1559,47,Male,T-Shirt,Clothing,22.69,California,S,Silver,Winter,4.7,No,PayPal,Free Shipping,Yes,Yes,10,Cash,Quarterly
1560,56,Male,Sneakers,Footwear,80.4,Illinois,L,Black,Winter,3.7,Yes,Cash,2-Day Shipping,Yes,Yes,7,Venmo,Weekly
1561,34,Male,Sneakers,Footwear,84.44,Illinois,M,White,Spring,4.2,No,Cash,Store Pickup,Yes,No,9,Credit Card,Bi-Weekly
1562,54,Male,Blouse,Clothing,54.17,Florida,L,Black,Spring,3.7,No,Debit Card,2-Day Shipping,No,Yes,0,Debit Card,Bi-Weekly
1563,51,Male,Watch,Accessories,122.49,California,L,Blue,Spring,4.1,Yes,Venmo,2-Day Shipping,No,Yes,4,Cash,Weekly
1564,22,Male,Jeans,Clothing,55.55,Texas,M,Blue,Summer,4.4,Yes,Credit Card,Express,Yes,No,4,PayPal,Monthly
1565,50,Male,Watch,Accessories,126.47,Texas,L,Blue,Winter,4.0,No,Venmo,Express,Yes,Yes,10,PayPal,Weekly
1566,47,Male,Sneakers,Footwear,98.1,California,M,Silver,Fall,4.4,No,Credit Card,Free Shipping,No,Yes,5,Cash,Weekly
1567,58,Male,T-Shirt,Clothing,23.94,California,M,Black,Summer,4.3,No,Cash,2-Day Shipping,No,No,10,Cash,Quarterly
1568,41,Male,T-Shirt,Clothing,32.03,Illinois,L,Silver,Spring,4.3,Yes,Cash,2-Day Shipping,No,No,4,Debit Card,Weekly
1569,32,Male,Sneakers,Footwear,86.53,Texas,M,Black,Winter,3.5,Yes,Cash,Standard,No,No,2,Credit Card,Quarterly
1570,53,Male,Sneakers,Footwear,84.25,New York,S,White,Summer,3.4,Yes,Debit Card,2-Day Shipping,No,No,3,PayPal,Quarterly
1571,43,Female,Sneakers,Footwear,86.82,Illinois,S,White,Fall,3.6,No,PayPal,Store Pickup,Yes,No,0,Venmo,Monthly
1572,26,Male,Watch,Accessories,103.56,Illinois,L,Blue,Summer,4.1,Yes,Credit Card,Free Shipping,No,No,8,Venmo,Bi-Weekly
1573,32,Female,Jeans,Clothing,58.06,New York,M,Black,Winter,4.0,Yes,Credit Card,Store Pickup,No,Yes,0,Credit Card,Bi-Weekly
1574,33,Female,Blouse,Clothing,42.14,Texas,L,Black,Summer,4.6,Yes,PayPal,Store Pickup,Yes,Yes,7,Debit Card,Monthly
1575,55,Female,Jeans,Clothing,55.68,Texas,L,Blue,Summer,3.2,No,Credit Card,Express,Yes,Yes,3,Cash,Weekly
1576,60,Male,Watch,Accessories,124.69,California,L,White,Summer,3.7,Yes,Venmo,2-Day Shipping,Yes,Yes,3,Debit Card,Quarterly
1577,30,Male,Jeans,Clothing,64.76,Illinois,M,Black,Spring,5.0,No,Cash,Free Shipping,Yes,Yes,1,Cash,Monthly
1578,45,Female,Watch,Accessories,111.47,California,S,Black,Spring,4.6,Yes,Cash,Standard,No,No,3,Venmo,Quarterly
1579,26,Female,Sneakers,Footwear,82.39,Florida,S,Black,Summer,4.3,Yes,PayPal,Standard,Yes,No,3,Credit Card,Monthly
1580,43,Female,Watch,Accessories,130.91,California,M,Black,Winter,4.3,Yes,Credit Card,Express,No,No,4,Cash,Monthly
1581,19,Male,Sneakers,Footwear,81.22,California,L,Silver,Winter,3.2,No,PayPal,Express,No,Yes,4,Cash,Quarterly
1582,27,Female,Jeans,Clothing,53.44,Florida,L,White,Summer,3.9,No,Venmo,Store Pickup,Yes,No,4,PayPal,Quarterly
1583,25,Male,Watch,Accessories,130.13,Illinois,L,White,Fall,4.2,No,Venmo,Express,Yes,Yes,7,PayPal,Monthly
1584,27,Male,Watch,Accessories,100.13,New York,L,Blue,Summer,3.3,No,Venmo,Free Shipping,Yes,Yes,4,Venmo,Quarterly
1585,58,Female,T-Shirt,Clothing,29.93,Illinois,L,Silver,Spring,3.4,Yes,Credit Card,Express,No,No,1,Credit Card,Quarterly
1586,24,Female,Sneakers,Footwear,81.34,Florida,S,White,Fall,4.0,Yes,Debit Card,Store Pickup,Yes,No,7,Venmo,Monthly
1587,58,Female,Watch,Accessories,109.49,Illinois,M,Blue,Winter,3.1,No,Credit Card,Express,No,No,3,Debit Card,Bi-Weekly
1588,46,Female,Sneakers,Footwear,80.76,Texas,L,White,Summer,4.4,Yes,Credit Card,Express,Yes,Yes,7,PayPal,Quarterly
1589,34,Female,Jeans,Clothing,52.34,California,M,White,Summer,3.1,Yes,Cash,Store Pickup,No,No,3,Cash,Monthly
1590,24,Male,Sneakers,Footwear,99.15,Texas,L,Blue,Winter,5.0,No,Cash,Free Shipping,No,No,4,Debit Card,Monthly
1591,44,Male,Blouse,Clothing,43.92,Texas,S,Silver,Winter,4.1,Yes,PayPal,Standard,Yes,No,4,Credit Card,Monthly
1592,43,Male,Watch,Accessories,125.42,New York,S,Blue,Fall,4.5,No,PayPal,Standard,Yes,Yes,0,Cash,Weekly
1593,41,Female,Jeans,Clothing,61.89,California,L,White,Winter,4.0,Yes,Debit Card,Free Shipping,Yes,Yes,7,PayPal,Bi-Weekly
1594,57,Female,T-Shirt,Clothing,32.06,Illinois,L,Blue,Summer,3.4,No,Cash,2-Day Shipping,No,Yes,3,Credit Card,Quarterly
1595,34,Male,Jeans,Clothing,61.17,Florida,M,Silver,Spring,4.8,No,Cash,Standard,Yes,No,4,PayPal,Quarterly
1596,44,Female,Sneakers,Footwear,81.41,Texas,M,White,Fall,3.1,No,PayPal,Free Shipping,No,Yes,9,Credit Card,Bi-Weekly
1597,40,Male,Sneakers,Footwear,97.92,Illinois,L,Silver,Summer,3.1,No,Debit Card,Store Pickup,Yes,Yes,10,Debit Card,Weekly
1598,19,Female,Sneakers,Footwear,97.55,Florida,M,Blue,Spring,4.6,No,Venmo,Express,No,No,5,Debit Card,Monthly
1599,27,Female,T-Shirt,Clothing,32.06,Illinois,L,Black,Spring,4.2,No,Venmo,Express,No,No,4,PayPal,Bi-Weekly
1600,18,Female,Sneakers,Footwear,98.77,Illinois,M,Black,Fall,3.7,Yes,PayPal,2-Day Shipping,No,Yes,7,Venmo,Bi-Weekly
1601,23,Female,Blouse,Clothing,50.53,Illinois,L,Blue,Spring,4.7,No,Venmo,Standard,No,No,10,Cash,Monthly
1602,46,Female,T-Shirt,Clothing,24.79,New York,M,White,Spring,4.0,Yes,Debit Card,2-Day Shipping,Yes,Yes,5,Cash,Weekly
1603,48,Female,Watch,Accessories,108.17,Texas,M,White,Fall,4.7,No,Cash,Standard,No,Yes,0,PayPal,Weekly
1604,20,Female,T-Shirt,Clothing,23.28,New York,S,Silver,Winter,3.8,No,Cash,Store Pickup,No,Yes,0,Credit Card,Monthly
1605,44,Male,Blouse,Clothing,47.34,Texas,M,Silver,Summer,4.0,Yes,PayPal,Free Shipping,No,No,0,Debit Card,Weekly
1606,42,Male,Watch,Accessories,122.33,California,L,Silver,Spring,4.8,No,Credit Card,Store Pickup,Yes,No,9,Venmo,Quarterly
1607,32,Male,Sneakers,Footwear,95.02,Texas,L,Black,Winter,4.1,Yes,Debit Card,Store Pickup,No,No,5,Debit Card,Quarterly
1608,18,Female,Blouse,Clothing,41.89,New York,M,Black,Summer,4.3,No,Credit Card,2-Day Shipping,Yes,No,3,Cash,Weekly
1609,21,Male,Blouse,Clothing,44.67,California,L,White,Winter,3.1,Yes,Credit Card,Store Pickup,No,Yes,3,Credit Card,Bi-Weekly
1610,20,Female,Sneakers,Footwear,95.11,New York,S,Silver,Winter,4.2,No,Credit Card,Store Pickup,No,No,8,Debit Card,Monthly
1611,60,Male,Sneakers,Footwear,92.98,California,L,Silver,Spring,4.0,Yes,Debit Card,Standard,Yes,Yes,3,PayPal,Bi-Weekly
1612,40,Female,Sneakers,Footwear,89.88,California,M,White,Summer,4.6,No,Debit Card,Free Shipping,Yes,No,9,Cash,Weekly
1613,28,Male,Watch,Accessories,128.44,California,M,Silver,Winter,4.8,Yes,PayPal,2-Day Shipping,No,Yes,3,Credit Card,Bi-Weekly
1614,34,Male,T-Shirt,Clothing,20.96,California,M,Black,Spring,4.8,No,PayPal,2-Day Shipping,No,No,2,Debit Card,Bi-Weekly
1615,52,Female,Jeans,Clothing,58.15,California,M,White,Spring,4.1,No,Cash,Express,Yes,Yes,0,Venmo,Weekly
1616,30,Female,T-Shirt,Clothing,29.92,New York,L,White,Fall,4.5,No,Cash,Standard,No,No,9,Debit Card,Monthly
1617,47,Male,Jeans,Clothing,66.83,Texas,M,White,Summer,3.6,Yes,Debit Card,Free Shipping,No,Yes,4,Credit Card,Quarterly
1618,45,Female,Watch,Accessories,136.6,Illinois,M,White,Summer,3.2,No,Venmo,Standard,Yes,No,3,Debit Card,Monthly
1619,37,Female,Jeans,Clothing,57.54,Texas,L,White,Fall,4.2,Yes,Debit Card,Express,No,No,2,Debit Card,Monthly
1620,51,Female,Jeans,Clothing,69.8,California,L,Blue,Summer,3.4,No,PayPal,Store Pickup,No,Yes,8,PayPal,Bi-Weekly
1621,39,Female,Jeans,Clothing,53.44,Florida,M,White,Spring,4.1,Yes,Credit Card,Free Shipping,No,Yes,5,PayPal,Weekly
1622,28,Female,Blouse,Clothing,49.4,Florida,L,Black,Fall,3.9,No,Venmo,Store Pickup,No,Yes,6,Credit Card,Quarterly
1623,60,Male,T-Shirt,Clothing,33.27,Illinois,S,Blue,Fall,4.0,Yes,Debit Card,Standard,Yes,Yes,7,PayPal,Monthly
1624,48,Female,Blouse,Clothing,54.12,New York,S,White,Summer,3.5,No,Cash,2-Day Shipping,Yes,No,6,PayPal,Monthly
1625,43,Male,T-Shirt,Clothing,22.9,New York,M,Black,Spring,3.8,Yes,PayPal,Standard,Yes,Yes,7,Venmo,Monthly
1626,20,Female,Watch,Accessories,104.65,Texas,M,White,Winter,3.9,No,Venmo,Standard,Yes,Yes,2,Cash,Monthly
1627,21,Female,Watch,Accessories,120.39,New York,L,Blue,Spring,4.1,Yes,Credit Card,Standard,Yes,No,1,Debit Card,Monthly
1628,36,Female,Sneakers,Footwear,89.67,New York,M,White,Summer,3.1,Yes,Cash,Standard,No,Yes,9,PayPal,Bi-Weekly
1629,34,Female,T-Shirt,Clothing,27.95,Florida,M,White,Winter,3.4,No,Cash,Store Pickup,Yes,No,7,Venmo,Bi-Weekly
1630,25,Female,Sneakers,Footwear,86.56,New York,M,Silver,Fall,3.8,No,Debit Card,Store Pickup,Yes,No,3,Venmo,Quarterly
1631,27,Female,Watch,Accessories,127.22,Illinois,M,Blue,Winter,4.8,No,Credit Card,Express,Yes,No,2,Cash,Bi-Weekly
1632,50,Female,Sneakers,Footwear,83.26,New York,L,Blue,Winter,4.7,Yes,PayPal,Express,No,No,2,PayPal,Weekly
1633,39,Female,Blouse,Clothing,49.81,Texas,S,White,Spring,3.5,Yes,Cash,2-Day Shipping,Yes,No,8,Cash,Quarterly
1634,30,Male,Jeans,Clothing,54.61,Illinois,L,White,Spring,3.6,Yes,PayPal,Express,No,Yes,8,Debit Card,Bi-Weekly
1635,29,Female,T-Shirt,Clothing,21.19,Texas,L,Black,Spring,4.7,No,Cash,Express,No,No,8,PayPal,Bi-Weekly
1636,44,Male,Jeans,Clothing,63.36,Illinois,L,Silver,Spring,3.1,No,Credit Card,Free Shipping,No,No,8,Venmo,Quarterly
1637,51,Male,Blouse,Clothing,51.93,New York,S,White,Summer,4.8,Yes,Cash,Store Pickup,No,No,2,Credit Card,Bi-Weekly
1638,30,Female,T-Shirt,Clothing,21.49,California,M,Black,Spring,4.4,Yes,PayPal,Free Shipping,Yes,Yes,2,Venmo,Bi-Weekly
1639,25,Female,Sneakers,Footwear,87.18,Florida,L,Blue,Summer,4.8,Yes,Credit Card,Store Pickup,Yes,Yes,0,Venmo,Monthly
1640,18,Male,Jeans,Clothing,56.48,Florida,S,Black,Summer,4.0,Yes,Venmo,2-Day Shipping,Yes,Yes,7,Credit Card,Weekly
1641,47,Male,Jeans,Clothing,50.25,Florida,L,Silver,Winter,3.7,No,Venmo,Store Pickup,No,No,8,Cash,Quarterly
1642,36,Male,Blouse,Clothing,47.51,Illinois,S,White,Fall,4.5,No,Credit Card,Free Shipping,Yes,No,5,PayPal,Quarterly
1643,27,Male,Watch,Accessories,113.66,Illinois,S,White,Summer,3.0,No,Venmo,Standard,Yes,No,8,Venmo,Weekly
1644,30,Female,T-Shirt,Clothing,31.45,Florida,S,Blue,Fall,4.8,Yes,Debit Card,Store Pickup,No,Yes,10,PayPal,Bi-Weekly
1645,47,Male,Sneakers,Footwear,85.1,Texas,M,White,Winter,3.9,No,Debit Card,Standard,No,Yes,8,Debit Card,Quarterly
1646,46,Male,T-Shirt,Clothing,21.03,Illinois,S,Black,Fall,3.3,Yes,Debit Card,Express,Yes,No,6,Debit Card,Bi-Weekly
1647,60,Male,Watch,Accessories,100.56,Florida,S,Silver,Fall,4.4,No,PayPal,Store Pickup,No,Yes,8,Debit Card,Weekly
1648,49,Female,Sneakers,Footwear,94.01,New York,M,Black,Fall,4.2,Yes,Credit Card,2-Day Shipping,Yes,No,10,Cash,Bi-Weekly
1649,56,Female,Watch,Accessories,108.45,Illinois,S,Black,Summer,3.6,No,Debit Card,2-Day Shipping,Yes,Yes,9,Cash,Monthly
1650,46,Male,Sneakers,Footwear,80.01,Illinois,S,Black,Spring,4.8,Yes,PayPal,2-Day Shipping,No,Yes,8,Debit Card,Quarterly
1651,53,Male,Sneakers,Footwear,88.12,Florida,S,Blue,Winter,3.7,Yes,Venmo,Standard,No,No,10,Cash,Quarterly
1652,19,Female,T-Shirt,Clothing,24.44,New York,M,Silver,Winter,3.8,Yes,Cash,Store Pickup,No,Yes,1,Credit Card,Quarterly
1653,53,Female,Watch,Accessories,136.72,California,M,Silver,Spring,3.8,Yes,Debit Card,Free Shipping,Yes,Yes,10,Cash,Weekly
1654,47,Female,Sneakers,Footwear,82.56,New York,L,Silver,Fall,4.6,No,PayPal,2-Day Shipping,No,Yes,10,Venmo,Bi-Weekly
1655,50,Female,Watch,Accessories,113.13,Texas,L,White,Fall,4.2,Yes,Venmo,Express,Yes,Yes,7,PayPal,Bi-Weekly
1656,56,Female,Watch,Accessories,127.82,Texas,L,Blue,Winter,3.4,Yes,Debit Card,Standard,Yes,No,2,Credit Card,Bi-Weekly
1657,23,Female,Watch,Accessories,132.53,Florida,S,Black,Spring,3.7,Yes,PayPal,Express,No,Yes,5,Venmo,Monthly
1658,51,Female,T-Shirt,Clothing,32.4,Texas,S,Blue,Winter,3.5,Yes,Venmo,2-Day Shipping,No,Yes,9,Credit Card,Monthly
1659,51,Female,Jeans,Clothing,55.72,Texas,M,Silver,Winter,4.6,Yes,Cash,2-Day Shipping,Yes,Yes,1,Venmo,Weekly
1660,57,Male,Blouse,Clothing,48.6,New York,M,Blue,Fall,3.3,No,Debit Card,Free Shipping,No,No,10,PayPal,Bi-Weekly
1661,42,Female,T-Shirt,Clothing,32.74,Florida,M,Black,Fall,3.8,No,Venmo,Express,No,No,3,Venmo,Monthly
1662,32,Female,T-Shirt,Clothing,27.77,Illinois,L,Silver,Winter,4.3,No,Venmo,Free Shipping,Yes,Yes,5,PayPal,Bi-Weekly
1663,35,Male,T-Shirt,Clothing,27.15,Illinois,L,Black,Fall,4.1,No,Venmo,Store Pickup,Yes,No,8,Venmo,Bi-Weekly
1664,20,Female,Sneakers,Footwear,86.52,New York,L,Silver,Winter,4.0,Yes,PayPal,2-Day Shipping,Yes,Yes,10,Credit Card,Weekly
1665,40,Female,Blouse,Clothing,54.58,California,M,Silver,Winter,4.7,No,PayPal,Express,Yes,No,7,Cash,Quarterly
1666,28,Female,Jeans,Clothing,56.33,California,L,Black,Spring,5.0,No,Venmo,Standard,Yes,No,3,Debit Card,Monthly
1667,55,Male,Sneakers,Footwear,94.03,Texas,L,Black,Summer,4.0,Yes,Venmo,2-Day Shipping,No,No,6,Cash,Quarterly
